id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(n)[2000, 1000]__batch1024_model[64, 32, 128][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[2000, 1000]","[64, 32, 128]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 85.20, hss2:  82.74, cm: [[1851, 173], [61, 915]])","Metric(tss: 56.38, hss2:  5.56, cm: [[208230, 116721], [480, 5754]])"
"train(k)[4000, 800]__batchNone_model[128, 64, 16][16, 32]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,,"[4000, 800]",,"[128, 64, 16]","[16, 32]","[0.2, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 90.72, hss2:  78.23, cm: [[3688, 314], [11, 756]])","Metric(tss: 46.29, hss2:  6.00, cm: [[237982, 86969], [1680, 4554]])"
"train(k)[4000, 200]__batch1024_model[64, 32, 16][32, 8]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[4000, 200]",,"[64, 32, 16]","[32, 8]","[0.4, 0.6000000000000001]",avg,,0.01,"Metric(tss: 47.27, hss2:  24.07, cm: [[3494, 487], [81, 119]])","Metric(tss: 22.92, hss2:  5.59, cm: [[281535, 43416], [3972, 2262]])"
"train(n)[2000, 1000]__batch128_model[128, 16, 64][8, 32]_None_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,,"[2000, 1000]","[128, 16, 64]","[8, 32]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 66.43, hss2:  57.99, cm: [[1271, 534], [35, 844]])","Metric(tss: 71.38, hss2:  11.44, cm: [[231609, 59495], [452, 5074]])"
"train(k)[2000, 200]__batchNone_model[32, 128, 16][64, 0]_None_do[0.2, 0.2]_lr[0.01]_binary",0,,"[2000, 200]",,"[32, 128, 16]","[64, 0]","[0.2, 0.2]",,"[0.4, 0.6]",0.01,"Metric(tss: 85.70, hss2:  63.47, cm: [[1452, 166], [8, 190]])","Metric(tss: 72.27, hss2:  31.61, cm: [[275376, 15728], [1234, 4292]])"
"train(n)[4000, 200]__batch128_model[32, 128, 16][64, 8]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[4000, 200]","[32, 128, 16]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 51.04, hss2:  41.40, cm: [[3821, 183], [87, 109]])","Metric(tss: 19.37, hss2:  2.33, cm: [[228757, 96194], [3181, 3053]])"
"train(k)[2000, 400]__batchNone_model[128, 16, 32][32, 0]_avg_do[0.4, 0.4]_lr[0.01]_binary",0,,"[2000, 400]",,"[128, 16, 32]","[32, 0]","[0.4, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 89.11, hss2:  75.68, cm: [[1808, 188], [6, 402]])","Metric(tss: 67.80, hss2:  22.90, cm: [[298518, 26433], [1500, 4734]])"
"train(n)[3200, 400]__batchNone_model[32, 128, 64][8, 16]_0_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,,,"[3200, 400]","[32, 128, 64]","[8, 16]","[0.6000000000000001, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 82.62, hss2:  55.93, cm: [[2699, 477], [10, 414]])","Metric(tss: 81.07, hss2:  18.06, cm: [[280264, 44687], [323, 5911]])"
"train(n)[2800, 400]__batchNone_model[64, 32, 32][64, 8]_avg_do[0.4, 0.4]_lr[0.01]_binary",0,,,"[2800, 400]","[64, 32, 32]","[64, 8]","[0.4, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 85.27, hss2:  67.28, cm: [[2520, 274], [20, 386]])","Metric(tss: 67.52, hss2:  7.76, cm: [[226856, 98095], [143, 6091]])"
"train(n)[1600, 600]__batchNone_model[128, 64, 32][64, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,,,"[1600, 600]","[128, 64, 32]","[64, 16]","[0.2, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 85.42, hss2:  79.09, cm: [[1475, 163], [26, 536]])","Metric(tss: 80.33, hss2:  24.35, cm: [[295079, 29872], [653, 5581]])"
"train(k)[3200, 1000]__batch128_model[32, 128, 32][64, 0]_0_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,"[3200, 1000]",,"[32, 128, 32]","[64, 0]","[0.0, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 89.29, hss2:  80.45, cm: [[2870, 315], [8, 963]])","Metric(tss: 40.36, hss2:  2.52, cm: [[134333, 190618], [61, 6173]])"
"train(n)[3600, 1400]__batchNone_model[32, 32, 64][64, 16]_None_do[0.4, 0.2]_lr[0.01]_binary",0,,,"[3600, 1400]","[32, 32, 64]","[64, 16]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 88.58, hss2:  82.40, cm: [[2943, 313], [22, 1194]])","Metric(tss: 78.09, hss2:  25.18, cm: [[266679, 24425], [747, 4779]])"
"train(n)[4000, 400]__batch1024_model[64, 16, 32][8, 32]_None_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,,"[4000, 400]","[64, 16, 32]","[8, 32]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 85.19, hss2:  55.69, cm: [[3172, 418], [11, 336]])","Metric(tss: 68.12, hss2:  33.59, cm: [[278010, 13094], [1513, 4013]])"
"train(k)[800, 800]__batchNone_model[32, 32, 32][32, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,,"[800, 800]",,"[32, 32, 32]","[32, 0]","[0.0, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 90.45, hss2:  90.55, cm: [[715, 69], [6, 800]])","Metric(tss: 43.90, hss2:  3.26, cm: [[165789, 159162], [444, 5790]])"
"train(k)[800, 600]__batchNone_model[128, 128, 32][32, 0]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,,"[800, 600]",,"[128, 128, 32]","[32, 0]","[0.6000000000000001, 0.2]",,"[0.4, 0.6]",0.01,"Metric(tss: 76.50, hss2:  74.92, cm: [[506, 133], [14, 507]])","Metric(tss: 52.94, hss2:  4.78, cm: [[177198, 113906], [438, 5088]])"
"train(n)[2000, 200]__batchNone_model[32, 16, 32][64, 0]_None_do[0.4, 0.4]_lr[0.01]_binary",0,,,"[2000, 200]","[32, 16, 32]","[64, 0]","[0.4, 0.4]",,"[0.3, 0.7]",0.01,"Metric(tss: 83.29, hss2:  55.40, cm: [[1537, 234], [7, 193]])","Metric(tss: 70.92, hss2:  31.36, cm: [[275580, 15524], [1312, 4214]])"
"train(k)[3600, 800]__batch1024_model[64, 32, 128][16, 8]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,"[3600, 800]",,"[64, 32, 128]","[16, 8]","[0.0, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 85.31, hss2:  70.65, cm: [[3132, 445], [18, 781]])","Metric(tss: 77.54, hss2:  12.34, cm: [[257691, 67260], [110, 6124]])"
"train(n)[1600, 600]__batch1024_model[32, 128, 32][32, 16]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,,"[1600, 600]","[32, 128, 32]","[32, 16]","[0.6000000000000001, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 83.04, hss2:  75.02, cm: [[1384, 221], [19, 576]])","Metric(tss: 67.92, hss2:  9.12, cm: [[242557, 82394], [419, 5815]])"
"train(n)[3600, 200]__batchNone_model[32, 16, 128][32, 32]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,,"[3600, 200]","[32, 16, 128]","[32, 32]","[0.0, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 70.01, hss2:  37.85, cm: [[2867, 358], [34, 146]])","Metric(tss: 51.79, hss2:  18.39, cm: [[268402, 22702], [2233, 3293]])"
"train(k)[400, 1400]__batch1024_model[32, 128, 16][8, 16]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[400, 1400]",,"[32, 128, 16]","[8, 16]","[0.2, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 85.52, hss2:  85.77, cm: [[330, 43], [40, 1314]])","Metric(tss: 79.86, hss2:  14.49, cm: [[267472, 57479], [153, 6081]])"
"train(n)[4000, 600]__batch1024_model[64, 16, 128][16, 0]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[4000, 600]","[64, 16, 128]","[16, 0]","[0.4, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 83.35, hss2:  62.06, cm: [[3449, 528], [21, 602]])","Metric(tss: 81.28, hss2:  20.86, cm: [[287673, 37278], [452, 5782]])"
"train(k)[800, 1400]__batchNone_model[32, 16, 16][32, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,"[800, 1400]",,"[32, 16, 16]","[32, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 87.49, hss2:  88.66, cm: [[716, 82], [30, 1311]])","Metric(tss: 78.75, hss2:  13.76, cm: [[264752, 60199], [170, 6064]])"
"train(n)[400, 200]__batch128_model[16, 32, 32][8, 16]_avg_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[400, 200]","[16, 32, 32]","[8, 16]","[0.0, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 86.30, hss2:  81.49, cm: [[353, 49], [3, 195]])","Metric(tss: 65.04, hss2:  7.90, cm: [[232612, 92339], [408, 5826]])"
"train(k)[4000, 1000]__batch128_model[32, 16, 64][32, 32]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,128.0,"[4000, 1000]",,"[32, 16, 64]","[32, 32]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 83.45, hss2:  71.20, cm: [[2855, 428], [30, 825]])","Metric(tss: 79.43, hss2:  24.97, cm: [[265876, 25228], [658, 4868]])"
"train(k)[2400, 1200]__batch1024_model[16, 16, 32][8, 32]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,1024.0,"[2400, 1200]",,"[16, 16, 32]","[8, 32]","[0.6000000000000001, 0.4]",,,0.01,"Metric(tss: 84.01, hss2:  80.07, cm: [[1684, 257], [29, 1027]])","Metric(tss: 79.61, hss2:  24.50, cm: [[265133, 25971], [634, 4892]])"
"train(k)[400, 800]__batch128_model[64, 32, 32][16, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[400, 800]",,"[64, 32, 32]","[16, 32]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.62, hss2:  87.40, cm: [[395, 44], [25, 720]])","Metric(tss: 48.06, hss2:  3.38, cm: [[156644, 168307], [9, 6225]])"
"train(n)[800, 1400]__batchNone_model[16, 64, 128][32, 8]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,,"[800, 1400]","[16, 64, 128]","[32, 8]","[0.4, 0.4]",0,"[0.4, 0.6]",0.01,"Metric(tss: 76.84, hss2:  79.29, cm: [[638, 159], [45, 1358]])","Metric(tss: 77.12, hss2:  15.51, cm: [[274009, 50942], [449, 5785]])"
"train(k)[800, 800]__batch128_model[16, 32, 32][64, 32]_None_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,"[800, 800]",,"[16, 32, 32]","[64, 32]","[0.2, 0.2]",,,0.01,"Metric(tss: 87.77, hss2:  87.99, cm: [[573, 52], [28, 689]])","Metric(tss: 79.92, hss2:  24.57, cm: [[265112, 25992], [616, 4910]])"
"train(k)[1200, 600]__batchNone_model[64, 16, 32][16, 8]_None_do[0.0, 0.0]_lr[0.01]_binary",0,,"[1200, 600]",,"[64, 16, 32]","[16, 8]","[0.0, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 89.89, hss2:  87.15, cm: [[888, 86], [7, 541]])","Metric(tss: 78.88, hss2:  21.39, cm: [[260240, 30864], [581, 4945]])"
"train(k)[1200, 600]__batch1024_model[32, 16, 64][32, 8]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,"[1200, 600]",,"[32, 16, 64]","[32, 8]","[0.6000000000000001, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 86.95, hss2:  82.97, cm: [[854, 122], [3, 543]])","Metric(tss: 80.14, hss2:  16.25, cm: [[246558, 44546], [252, 5274]])"
"train(n)[3200, 1000]__batch1024_model[128, 64, 16][64, 0]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[3200, 1000]","[128, 64, 16]","[64, 0]","[0.2, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 87.68, hss2:  79.31, cm: [[2909, 318], [24, 949]])","Metric(tss: 55.91, hss2:  5.44, cm: [[206588, 118363], [478, 5756]])"
"train(k)[1200, 600]__batchNone_model[64, 16, 64][16, 16]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,"[1200, 600]",,"[64, 16, 64]","[16, 16]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 33.72, hss2:  27.52, cm: [[640, 592], [105, 471]])","Metric(tss: 19.04, hss2:  1.16, cm: [[128221, 196730], [1273, 4961]])"
"train(k)[2400, 600]__batchNone_model[16, 32, 64][8, 32]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,,"[2400, 600]",,"[16, 32, 64]","[8, 32]","[0.4, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 85.79, hss2:  74.56, cm: [[2161, 251], [22, 556]])","Metric(tss: 78.52, hss2:  13.35, cm: [[262770, 62181], [146, 6088]])"
"train(k)[1600, 600]__batch128_model[32, 32, 32][16, 16]_0_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,"[1600, 600]",,"[32, 32, 32]","[16, 16]","[0.4, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 88.59, hss2:  83.11, cm: [[1502, 136], [18, 561]])","Metric(tss: 73.55, hss2:  12.14, cm: [[260270, 64681], [408, 5826]])"
"train(n)[3200, 1200]__batch1024_model[16, 32, 16][16, 0]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[3200, 1200]","[16, 32, 16]","[16, 0]","[0.2, 0.6000000000000001]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 82.38, hss2:  76.46, cm: [[2799, 378], [70, 1153]])","Metric(tss: 82.18, hss2:  20.69, cm: [[286791, 38160], [379, 5855]])"
"train(k)[2000, 200]__batch128_model[16, 128, 16][64, 16]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,"[2000, 200]",,"[16, 128, 16]","[64, 16]","[0.4, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 85.00, hss2:  57.06, cm: [[1772, 233], [7, 200]])","Metric(tss: 76.95, hss2:  12.11, cm: [[256767, 68184], [129, 6105]])"
"train(k)[2400, 1200]__batch1024_model[16, 16, 32][16, 8]_None_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[2400, 1200]",,"[16, 16, 32]","[16, 8]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 85.32, hss2:  81.49, cm: [[1701, 241], [24, 1031]])","Metric(tss: 79.85, hss2:  20.70, cm: [[258413, 32691], [493, 5033]])"
"train(k)[400, 1200]__batch1024_model[16, 32, 32][8, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,1024.0,"[400, 1200]",,"[16, 32, 32]","[8, 16]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 79.08, hss2:  82.01, cm: [[294, 66], [26, 980]])","Metric(tss: 79.57, hss2:  17.01, cm: [[249338, 41766], [336, 5190]])"
"train(k)[1200, 1200]__batchNone_model[32, 16, 64][8, 0]_0_do[0.0, 0.0]_lr[0.01]_binary",0,,"[1200, 1200]",,"[32, 16, 64]","[8, 0]","[0.0, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 87.35, hss2:  87.29, cm: [[1058, 130], [20, 1151]])","Metric(tss: 79.52, hss2:  15.09, cm: [[270438, 54513], [231, 6003]])"
"train(n)[3200, 1000]__batchNone_model[32, 16, 16][64, 16]_0_do[0.4, 0.0]_lr[0.01]_binary",0,,,"[3200, 1000]","[32, 16, 16]","[64, 16]","[0.4, 0.0]",0,,0.01,"Metric(tss: 85.70, hss2:  78.76, cm: [[2852, 315], [45, 988]])","Metric(tss: 68.48, hss2:  8.88, cm: [[239259, 85692], [321, 5913]])"
"train(n)[2000, 1000]__batch128_model[64, 32, 32][64, 0]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,,"[2000, 1000]","[64, 32, 32]","[64, 0]","[0.4, 0.0]",avg,,0.01,"Metric(tss: 84.00, hss2:  80.42, cm: [[1809, 218], [51, 922]])","Metric(tss: 77.72, hss2:  16.99, cm: [[279019, 45932], [508, 5726]])"
"train(n)[1200, 200]__batch1024_model[64, 32, 16][8, 32]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,1024.0,,"[1200, 200]","[64, 32, 16]","[8, 32]","[0.4, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.42, hss2:  67.17, cm: [[1064, 139], [4, 193]])","Metric(tss: 80.58, hss2:  22.76, cm: [[292079, 32872], [580, 5654]])"
"train(n)[2000, 600]__batch1024_model[32, 32, 16][8, 16]_None_do[0.4, 0.2]_lr[0.01]_binary",0,1024.0,,"[2000, 600]","[32, 32, 16]","[8, 16]","[0.4, 0.2]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.90, hss2:  75.41, cm: [[1597, 202], [20, 496]])","Metric(tss: 74.47, hss2:  25.00, cm: [[267839, 23265], [969, 4557]])"
"train(k)[800, 800]__batchNone_model[16, 32, 16][64, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,,"[800, 800]",,"[16, 32, 16]","[64, 32]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 88.48, hss2:  88.40, cm: [[739, 73], [20, 771]])","Metric(tss: 58.23, hss2:  5.01, cm: [[189990, 134961], [15, 6219]])"
"train(k)[800, 1200]__batchNone_model[128, 16, 128][16, 0]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,"[800, 1200]",,"[128, 16, 128]","[16, 0]","[0.4, 0.4]",0,,0.01,"Metric(tss: 89.59, hss2:  89.99, cm: [[696, 55], [37, 1160]])","Metric(tss: 45.57, hss2:  3.12, cm: [[152042, 172909], [76, 6158]])"
"train(n)[2800, 400]__batch128_model[32, 16, 16][32, 16]_0_do[0.0, 0.0]_lr[0.01]_binary",0,128.0,,"[2800, 400]","[32, 16, 16]","[32, 16]","[0.0, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 87.53, hss2:  72.58, cm: [[2605, 206], [20, 369]])","Metric(tss: 61.42, hss2:  20.67, cm: [[297998, 26953], [1888, 4346]])"
"train(n)[2400, 600]__batch128_model[32, 32, 32][64, 16]_None_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,,"[2400, 600]","[32, 32, 32]","[64, 16]","[0.6000000000000001, 0.0]",,"[0.3, 0.7]",0.01,"Metric(tss: 83.31, hss2:  72.05, cm: [[1913, 245], [28, 497]])","Metric(tss: 78.06, hss2:  24.14, cm: [[265216, 25888], [721, 4805]])"
