id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(k)[400, 300, 800, 40]__batch128_model[16, 32, 64][32, 32]_None_do[0.6000000000000001, 0.2]_lr[0.01]_multi",0,128.0,"[400, 300, 800, 40]",,"[16, 32, 64]","[32, 32]","[0.6000000000000001, 0.2]",,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  42.05, tss: [  71.49   35.52   61.21    0.00],hss2: [  73.84   35.61   61.42    0.00] cm: [[252, 53, 26, 0], [41, 148, 110, 0], [7, 95, 608, 0], [0, 1, 24, 0]])","Metric(avg tss:  34.00, tss: [  48.85    7.72   79.44    0.00],hss2: [  51.81   10.93   22.21    0.00] cm: [[228190, 7684, 8150, 0], [23104, 5117, 18859, 0], [389, 182, 4548, 0], [0, 0, 407, 0]])"
"train(n)[1200, 900, 600, 160]__batch1024_model[32, 64, 64][32, 16]_None_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,,"[1200, 900, 600, 160]","[32, 64, 64]","[32, 16]","[0.4, 0.6000000000000001]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  11.17, tss: [  20.49   -0.33   24.50    0.00],hss2: [  20.39   -0.42   16.31    0.00] cm: [[635, 100, 382, 0], [332, 45, 420, 0], [163, 6, 364, 0], [34, 0, 91, 0]])","Metric(avg tss:  7.46, tss: [   7.87   -6.76   39.06  -10.33],hss2: [   3.59   -7.58    2.67   -0.27] cm: [[72705, 31617, 112766, 26936], [11169, 2809, 29558, 3544], [362, 138, 4506, 113], [0, 0, 407, 0]])"
"train(n)[1600, 300, 600, 80]__batchNone_model[32, 128, 16][64, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,,,"[1600, 300, 600, 80]","[32, 128, 16]","[64, 8]","[0.2, 0.6000000000000001]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  16.01, tss: [  34.15    0.43   31.44   -1.98],hss2: [  30.89    0.68   27.21   -0.51] cm: [[927, 25, 359, 317], [84, 6, 125, 57], [118, 14, 353, 122], [15, 2, 43, 13]])","Metric(avg tss:  9.67, tss: [  19.23   -0.01   30.13  -10.67],hss2: [  10.22   -0.02    2.74   -0.19] cm: [[131244, 47, 89681, 53270], [15145, 21, 27651, 7892], [1027, 83, 3771, 808], [130, 23, 348, 44]])"
"train(n)[400, 900, 800, 40]__batchNone_model[16, 16, 16][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,,,"[400, 900, 800, 40]","[16, 16, 16]","[64, 32]","[0.0, 0.6000000000000001]",0,,0.01,"Metric(avg tss:  41.92, tss: [  69.50   39.10   59.06    0.00],hss2: [  70.09   40.22   55.65    0.00] cm: [[308, 94, 9, 0], [90, 507, 308, 0], [4, 114, 671, 0], [0, 1, 34, 0]])","Metric(avg tss:  43.21, tss: [  64.95   42.94   64.94    0.00],hss2: [  46.11   31.44   29.42    0.00] cm: [[209096, 61046, 4100, 0], [6427, 33135, 11147, 0], [7, 1713, 3969, 0], [0, 86, 459, 0]])"
"train(k)[1200, 300, 400, 120]__batchNone_model[128, 32, 128][64, 32]_None_do[0.4, 0.2]_lr[0.01]_multi",0,,"[1200, 300, 400, 120]",,"[128, 32, 128]","[64, 32]","[0.4, 0.2]",,,0.01,"Metric(avg tss:  61.58, tss: [  67.49   17.23   67.76   93.83],hss2: [  67.23   21.10   62.36   72.19] cm: [[817, 72, 72, 7], [118, 65, 86, 10], [8, 15, 289, 51], [0, 0, 2, 101]])","Metric(avg tss:  38.16, tss: [  51.88   12.32   46.36   42.06],hss2: [  50.47   15.46   14.99    5.45] cm: [[220107, 14632, 8408, 877], [19789, 8620, 15502, 3169], [367, 298, 2797, 1657], [0, 9, 219, 179]])"
"train(n)[800, 900, 400, 120]__batchNone_model[32, 64, 128][16, 0]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_multi",0,,,"[800, 900, 400, 120]","[32, 64, 128]","[16, 0]","[0.6000000000000001, 0.2]",avg,,0.01,"Metric(avg tss:  41.44, tss: [  45.15   25.63   52.91   42.08],hss2: [  49.63   25.22   40.88   44.01] cm: [[405, 397, 23, 0], [53, 550, 298, 9], [2, 57, 277, 41], [0, 2, 58, 48]])","Metric(avg tss:  27.11, tss: [  38.92    0.82   33.55   35.14],hss2: [  32.88    1.01   18.99    0.92] cm: [[223582, 22730, 4220, 23710], [23598, 4572, 7931, 14608], [664, 261, 2126, 2638], [0, 0, 286, 259]])"
"train(n)[1200, 900, 600, 80]__batch128_model[128, 64, 64][64, 16]_None_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[1200, 900, 600, 80]","[128, 64, 64]","[64, 16]","[0.2, 0.6000000000000001]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  50.68, tss: [  71.79   23.50   56.51   50.93],hss2: [  71.50   26.62   46.76   34.03] cm: [[911, 120, 37, 0], [190, 278, 356, 11], [2, 42, 412, 73], [0, 0, 26, 31]])","Metric(avg tss:  42.99, tss: [  62.67   19.33   71.49   18.48],hss2: [  51.59   20.00   17.68    8.51] cm: [[204179, 28327, 11385, 133], [11001, 14514, 20893, 672], [49, 357, 4232, 481], [0, 0, 330, 77]])"
"train(n)[800, 300, 800, 80]__batch128_model[128, 128, 32][16, 0]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[800, 300, 800, 80]","[128, 128, 32]","[16, 0]","[0.4, 0.6000000000000001]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  6.75, tss: [  14.79    0.00   12.19    0.00],hss2: [  16.83    0.00    9.95    0.00] cm: [[134, 0, 682, 0], [16, 0, 283, 0], [3, 0, 784, 0], [0, 0, 78, 0]])","Metric(avg tss:  4.74, tss: [   7.94   -2.91   13.92   -0.00],hss2: [   2.96   -3.50    0.59   -0.00] cm: [[30723, 26258, 217260, 1], [1826, 3323, 45559, 1], [31, 263, 5395, 0], [0, 12, 533, 0]])"
"train(k)[800, 900, 600, 120]__batch1024_model[16, 16, 16][8, 0]_0_do[0.0, 0.4]_lr[0.01]_multi",0,1024.0,"[800, 900, 600, 120]",,"[16, 16, 16]","[8, 0]","[0.0, 0.4]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  42.81, tss: [  66.79   42.46   61.99    0.00],hss2: [  69.03   43.78   51.22    0.00] cm: [[595, 162, 52, 0], [105, 524, 269, 0], [3, 78, 501, 0], [0, 0, 119, 0]])","Metric(avg tss:  40.93, tss: [  63.01   20.83   79.89    0.00],hss2: [  39.10   14.99   17.85    0.00] cm: [[184013, 74383, 15846, 0], [2327, 24087, 24295, 0], [0, 433, 5256, 0], [0, 0, 545, 0]])"
"train(k)[1200, 600, 600, 80]__batch1024_model[32, 16, 64][16, 8]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,1024.0,"[1200, 600, 600, 80]",,"[32, 16, 64]","[16, 8]","[0.6000000000000001, 0.4]",avg,,0.01,"Metric(avg tss:  44.55, tss: [  73.62   33.23   71.37    0.00],hss2: [  73.76   37.36   59.88    0.00] cm: [[989, 112, 80, 0], [123, 235, 210, 0], [5, 41, 554, 0], [0, 0, 97, 0]])","Metric(avg tss:  40.67, tss: [  65.25   17.20   80.24    0.00],hss2: [  50.61   17.16   17.40    0.00] cm: [[223420, 35460, 15362, 0], [9199, 15195, 26315, 0], [35, 351, 5303, 0], [0, 0, 545, 0]])"
"train(n)[800, 600, 600, 120]__batch128_model[128, 16, 16][16, 0]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[800, 600, 600, 120]","[128, 16, 16]","[16, 0]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(avg tss:  27.77, tss: [  56.09   11.52   43.45    0.00],hss2: [  51.63   13.96   40.18    0.00] cm: [[616, 59, 27, 0], [235, 113, 232, 0], [133, 44, 363, 0], [11, 2, 64, 0]])","Metric(avg tss:  20.64, tss: [  28.88    1.44   52.23    0.00],hss2: [  24.09    2.36    6.58    0.00] cm: [[191331, 910, 51783, 0], [24782, 856, 21442, 0], [1123, 32, 3964, 0], [151, 0, 256, 0]])"
"train(k)[1600, 300, 600, 40]__batch1024_model[128, 64, 64][64, 32]_0_do[0.2, 0.4]_lr[0.01]_multi",0,1024.0,"[1600, 300, 600, 40]",,"[128, 64, 64]","[64, 32]","[0.2, 0.4]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  33.77, tss: [  66.29    0.00   68.78    0.00],hss2: [  67.29    0.00   59.51    0.00] cm: [[1441, 0, 157, 0], [144, 0, 158, 0], [79, 0, 525, 0], [3, 0, 37, 0]])","Metric(avg tss:  30.79, tss: [  50.43    0.00   72.72    0.00],hss2: [  46.88    0.00   11.42    0.00] cm: [[241856, 0, 32386, 0], [21045, 0, 29664, 0], [458, 0, 5231, 0], [0, 0, 545, 0]])"
"train(n)[400, 1200, 200, 160]__batchNone_model[128, 64, 64][64, 0]_0_do[0.4, 0.2]_lr[0.01]_multi",0,,,"[400, 1200, 200, 160]","[128, 64, 64]","[64, 0]","[0.4, 0.2]",0,,0.01,"Metric(avg tss:  40.37, tss: [  53.91   43.62    0.48   63.45],hss2: [  59.23   46.29    0.85   51.44] cm: [[225, 161, 0, 0], [69, 1091, 0, 53], [0, 140, 1, 69], [0, 45, 0, 106]])","Metric(avg tss:  38.39, tss: [  47.69   39.38    0.08   66.43],hss2: [  25.28   19.47    0.16    9.58] cm: [[144083, 129354, 3, 802], [2762, 44055, 23, 3869], [0, 3701, 5, 1983], [0, 172, 0, 373]])"
"train(n)[1600, 600, 400, 40]__batch128_model[16, 16, 16][32, 32]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_multi",0,128.0,,"[1600, 600, 400, 40]","[16, 16, 16]","[32, 32]","[0.6000000000000001, 0.0]",avg,,0.01,"Metric(avg tss:  48.89, tss: [  71.52   30.83   69.92   23.29],hss2: [  68.12   29.98   57.04   23.60] cm: [[1262, 294, 57, 0], [68, 266, 224, 5], [1, 46, 358, 22], [0, 1, 27, 9]])","Metric(avg tss:  36.28, tss: [  47.30    4.00   51.01   42.80],hss2: [  52.94    6.37   18.97    3.85] cm: [[262075, 2191, 7004, 2972], [27009, 2450, 14664, 6586], [476, 131, 3286, 1796], [0, 0, 293, 252]])"
"train(n)[1200, 1200, 400, 120]__batchNone_model[32, 64, 16][64, 0]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,,,"[1200, 1200, 400, 120]","[32, 64, 16]","[64, 0]","[0.6000000000000001, 0.4]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  61.36, tss: [  71.89   33.43   48.91   91.23],hss2: [  70.11   35.87   41.60   52.45] cm: [[1047, 99, 23, 3], [300, 504, 292, 115], [5, 41, 242, 106], [0, 0, 1, 142]])","Metric(avg tss:  47.81, tss: [  64.42   25.57   43.12   58.11],hss2: [  54.80   26.15   16.72    5.89] cm: [[236583, 28974, 6426, 2259], [12367, 18325, 14517, 5500], [75, 658, 2823, 2133], [0, 0, 212, 333]])"
"train(n)[800, 900, 200, 80]__batch128_model[16, 32, 64][32, 16]_0_do[0.0, 0.4]_lr[0.01]_multi",0,128.0,,"[800, 900, 200, 80]","[16, 32, 64]","[32, 16]","[0.0, 0.4]",0,,0.01,"Metric(avg tss:  50.37, tss: [  66.31   51.96   16.78   66.44],hss2: [  68.25   50.98   23.47   48.39] cm: [[586, 219, 2, 0], [74, 768, 29, 33], [0, 118, 37, 43], [0, 18, 3, 50]])","Metric(avg tss:  49.99, tss: [  66.65   56.54   14.85   61.93],hss2: [  44.81   36.48   18.61   12.45] cm: [[200490, 73097, 419, 236], [3662, 42467, 1954, 2626], [12, 3111, 888, 1678], [0, 111, 89, 345]])"
"train(n)[1200, 1200, 200, 80]__batch1024_model[16, 32, 32][16, 16]_0_do[0.2, 0.0]_lr[0.01]_multi",0,1024.0,,"[1200, 1200, 200, 80]","[16, 32, 32]","[16, 16]","[0.2, 0.0]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  57.82, tss: [  70.00   43.60   47.09   70.59],hss2: [  71.21   43.98   30.86   54.31] cm: [[900, 262, 21, 0], [90, 777, 290, 41], [1, 47, 128, 36], [0, 6, 17, 64]])","Metric(avg tss:  52.57, tss: [  66.97   42.51   43.97   56.82],hss2: [  46.85   30.83   21.76   15.14] cm: [[207565, 62678, 3723, 276], [4947, 33199, 10887, 1676], [15, 1632, 2759, 1283], [0, 91, 139, 315]])"
"train(n)[1600, 300, 200, 160]__batch1024_model[128, 128, 32][32, 0]_None_do[0.0, 0.4]_lr[0.01]_multi",0,1024.0,,"[1600, 300, 200, 160]","[128, 128, 32]","[32, 0]","[0.0, 0.4]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  48.04, tss: [  74.57    0.00   54.97   62.63],hss2: [  74.71    0.00   34.34   58.64] cm: [[1295, 0, 104, 0], [106, 0, 155, 15], [2, 0, 135, 51], [0, 0, 46, 90]])","Metric(avg tss:  31.58, tss: [  35.24   -5.49   18.81   77.74],hss2: [  30.24   -5.71   13.19    2.75] cm: [[197754, 37859, 2724, 5687], [23628, 4590, 5659, 13203], [465, 164, 1111, 3379], [0, 0, 60, 347]])"
"train(n)[1200, 900, 400, 40]__batch1024_model[32, 16, 16][16, 16]_0_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,,"[1200, 900, 400, 40]","[32, 16, 16]","[16, 16]","[0.4, 0.6000000000000001]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  38.64, tss: [  68.88   15.01   70.69    0.00],hss2: [  68.18   18.04   47.37    0.00] cm: [[1056, 57, 60, 0], [283, 170, 441, 0], [6, 9, 414, 0], [0, 0, 44, 0]])","Metric(avg tss:  5.77, tss: [  11.98  -13.62   24.74    0.00],hss2: [   4.49  -14.11    1.12    0.00] cm: [[33901, 45139, 195202, 0], [218, 1254, 49237, 0], [0, 0, 5689, 0], [0, 0, 545, 0]])"
"train(k)[1200, 1200, 800, 40]__batchNone_model[64, 64, 32][8, 16]_0_do[0.0, 0.4]_lr[0.01]_multi",0,,"[1200, 1200, 800, 40]",,"[64, 64, 32]","[8, 16]","[0.0, 0.4]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  21.98, tss: [  37.79   12.53   37.60    0.00],hss2: [  36.16   13.09   37.84    0.00] cm: [[869, 308, 51, 0], [465, 433, 269, 0], [181, 185, 397, 0], [5, 7, 32, 0]])","Metric(avg tss:  23.22, tss: [  36.76    3.08   53.03    0.00],hss2: [  26.12    2.50   14.65    0.00] cm: [[195977, 64767, 13498, 0], [18743, 13483, 18483, 0], [1019, 1086, 3584, 0], [0, 81, 464, 0]])"
"train(k)[1600, 900, 600, 120]__batch128_model[64, 32, 16][32, 0]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_multi",0,128.0,"[1600, 900, 600, 120]",,"[64, 32, 16]","[32, 0]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  53.71, tss: [  68.25   21.78   39.30   85.53],hss2: [  68.23   26.56   34.91   38.91] cm: [[1318, 98, 123, 23], [253, 246, 332, 77], [12, 24, 346, 225], [0, 0, 5, 123]])","Metric(avg tss:  46.41, tss: [  62.53   12.17   26.18   84.75],hss2: [  50.52   13.34    6.92    6.69] cm: [[228264, 28356, 15625, 1997], [11718, 11340, 20121, 7530], [71, 220, 2115, 3283], [0, 0, 62, 483]])"
"train(n)[800, 900, 200, 80]__batch128_model[64, 16, 128][32, 16]_None_do[0.2, 0.4]_lr[0.01]_multi",0,128.0,,"[800, 900, 200, 80]","[64, 16, 128]","[32, 16]","[0.2, 0.4]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  59.61, tss: [  68.78   47.64   30.15   91.88],hss2: [  69.58   47.84   31.60   42.41] cm: [[551, 143, 5, 3], [104, 579, 89, 76], [1, 50, 63, 61], [0, 0, 0, 58]])","Metric(avg tss:  46.05, tss: [  62.90   44.34   23.48   53.48],hss2: [  47.23   33.91   17.41    7.29] cm: [[191367, 49922, 1918, 817], [8087, 30700, 5394, 2899], [77, 2082, 1332, 1628], [0, 73, 109, 225]])"
"train(n)[400, 600, 800, 40]__batch1024_model[32, 128, 16][8, 32]_0_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,,"[400, 600, 800, 40]","[32, 128, 16]","[8, 32]","[0.2, 0.6000000000000001]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  17.06, tss: [  31.38    0.36   31.42    5.08],hss2: [  32.84    0.45   29.67    3.54] cm: [[180, 64, 152, 14], [127, 54, 375, 30], [52, 46, 692, 19], [0, 1, 31, 3]])","Metric(avg tss: -0.38, tss: [   1.75   -5.23    7.47   -5.49],hss2: [   0.61   -5.02    0.34   -0.32] cm: [[5333, 49103, 207396, 12410], [107, 6303, 39090, 5209], [6, 398, 4742, 543], [0, 17, 528, 0]])"
"train(k)[800, 300, 400, 40]__batch1024_model[64, 16, 16][16, 0]_0_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,"[800, 300, 400, 40]",,"[64, 16, 16]","[16, 0]","[0.4, 0.6000000000000001]",0,,0.01,"Metric(avg tss:  39.21, tss: [  72.88   13.76   70.19    0.00],hss2: [  72.86   18.23   57.84    0.00] cm: [[680, 32, 78, 0], [96, 58, 171, 0], [4, 17, 378, 0], [0, 1, 33, 0]])","Metric(avg tss:  12.69, tss: [  24.78  -20.18   46.14    0.00],hss2: [  10.60  -16.82    2.98    0.00] cm: [[79698, 72471, 122073, 0], [2408, 2888, 45413, 0], [32, 95, 5562, 0], [0, 0, 545, 0]])"
"train(k)[800, 1200, 800, 80]__batch128_model[128, 64, 16][64, 16]_avg_do[0.4, 0.4]_lr[0.01]_multi",0,128.0,"[800, 1200, 800, 80]",,"[128, 64, 16]","[64, 16]","[0.4, 0.4]",avg,,0.01,"Metric(avg tss:  48.45, tss: [  68.73   44.72   64.87   15.48],hss2: [  68.25   46.10   57.42   23.49] cm: [[596, 128, 43, 0], [185, 712, 322, 1], [3, 96, 677, 11], [0, 0, 74, 14]])","Metric(avg tss:  41.61, tss: [  64.75   17.78   77.39    6.50],hss2: [  42.80   14.10   16.88    7.66] cm: [[196590, 62323, 15322, 7], [3938, 20355, 26233, 183], [13, 384, 5138, 154], [0, 0, 509, 36]])"
"train(k)[800, 1200, 800, 160]__batch128_model[32, 128, 32][32, 8]_avg_do[0.2, 0.0]_lr[0.01]_multi",0,128.0,"[800, 1200, 800, 160]",,"[32, 128, 32]","[32, 8]","[0.2, 0.0]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  23.69, tss: [  24.77   18.44   21.14   30.42],hss2: [  31.95   20.64   14.38   38.17] cm: [[200, 76, 487, 1], [30, 302, 805, 9], [0, 63, 739, 30], [0, 0, 109, 51]])","Metric(avg tss:  29.38, tss: [  33.81   -6.20   36.28   53.60],hss2: [  20.83   -5.80    5.44    3.53] cm: [[168813, 52638, 46737, 6054], [15325, 6398, 21177, 7809], [468, 127, 3255, 1839], [4, 3, 220, 318]])"
"train(k)[400, 600, 400, 160]__batch1024_model[32, 32, 16][8, 0]_None_do[0.4, 0.0]_lr[0.01]_multi",0,1024.0,"[400, 600, 400, 160]",,"[32, 32, 16]","[8, 0]","[0.4, 0.0]",,,0.01,"Metric(avg tss:  40.92, tss: [  52.69   34.00   40.87   36.11],hss2: [  57.59   32.43   40.99   42.18] cm: [[221, 150, 9, 0], [53, 374, 98, 8], [1, 127, 191, 25], [0, 25, 43, 43]])","Metric(avg tss:  12.75, tss: [  18.63    3.35   16.05   12.96],hss2: [   9.07    2.55    2.75    0.19] cm: [[92482, 67676, 41927, 41939], [9971, 14583, 11650, 10876], [164, 1240, 1767, 1948], [0, 27, 252, 128]])"
"train(k)[800, 300, 800, 40]__batch128_model[16, 32, 16][16, 32]_avg_do[0.4, 0.4]_lr[0.01]_multi",0,128.0,"[800, 300, 800, 40]",,"[16, 32, 16]","[16, 32]","[0.4, 0.4]",avg,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  41.85, tss: [  72.08   24.57   70.76    0.00],hss2: [  73.82   26.14   68.13    0.00] cm: [[616, 105, 81, 0], [48, 97, 143, 0], [5, 44, 748, 0], [0, 0, 36, 0]])","Metric(avg tss:  33.04, tss: [  49.44    2.16   80.56    0.00],hss2: [  52.80    3.37   19.62    0.00] cm: [[257971, 4211, 12060, 0], [25003, 1867, 23839, 0], [407, 62, 5220, 0], [0, 0, 545, 0]])"
"train(n)[800, 900, 800, 120]__batch128_model[128, 64, 16][64, 0]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_multi",0,128.0,,"[800, 900, 800, 120]","[128, 64, 16]","[64, 0]","[0.6000000000000001, 0.2]",avg,,0.01,"Metric(avg tss:  60.93, tss: [  73.91   37.98   55.31   76.51],hss2: [  71.21   40.41   55.97   46.76] cm: [[683, 96, 15, 1], [213, 453, 193, 36], [6, 122, 554, 134], [0, 0, 19, 95]])","Metric(avg tss:  44.07, tss: [  66.21   19.86   57.74   32.48],hss2: [  49.27   18.30   14.57    6.34] cm: [[217394, 42948, 12960, 940], [7413, 17916, 22780, 2600], [22, 431, 3916, 1320], [0, 0, 360, 185]])"
"train(n)[800, 600, 600, 120]__batch128_model[16, 32, 128][16, 0]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_multi",0,128.0,,"[800, 600, 600, 120]","[16, 32, 128]","[16, 0]","[0.6000000000000001, 0.6000000000000001]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  34.95, tss: [  71.24    9.60   58.97    0.00],hss2: [  71.36   12.32   44.84    0.00] cm: [[613, 55, 78, 0], [116, 78, 358, 0], [10, 6, 495, 0], [0, 0, 90, 0]])","Metric(avg tss:  32.16, tss: [  47.55    1.41   79.72   -0.04],hss2: [  52.22    2.29   19.20   -0.06] cm: [[231199, 1510, 11206, 109], [24417, 957, 21696, 10], [409, 44, 4666, 0], [0, 0, 407, 0]])"
"train(n)[1200, 1200, 800, 160]__batch1024_model[64, 16, 64][16, 8]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,,"[1200, 1200, 800, 160]","[64, 16, 64]","[16, 8]","[0.4, 0.6000000000000001]",avg,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  30.36, tss: [  54.28   26.39   31.70    9.07],hss2: [  51.20   28.36   34.16    5.23] cm: [[967, 196, 18, 22], [356, 506, 190, 170], [174, 116, 336, 159], [33, 9, 78, 30]])","Metric(avg tss:  24.95, tss: [  36.43    4.96   36.27   22.14],hss2: [  30.75    7.46    5.75    3.19] cm: [[222253, 5618, 44018, 2353], [23958, 3558, 19733, 3460], [1291, 135, 3182, 1081], [153, 4, 256, 132]])"
"train(k)[400, 300, 200, 80]__batch1024_model[64, 16, 32][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,"[400, 300, 200, 80]",,"[64, 16, 32]","[8, 0]","[0.4, 0.6000000000000001]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  50.80, tss: [  64.21   16.35   60.70   61.93],hss2: [  61.03   20.30   48.27   57.55] cm: [[283, 5, 32, 2], [118, 51, 110, 8], [7, 3, 158, 18], [0, 0, 19, 36]])","Metric(avg tss:  38.77, tss: [  59.62    6.72   59.56   29.17],hss2: [  49.98    8.65   10.48    6.55] cm: [[205285, 15155, 23141, 443], [12796, 6043, 26582, 1659], [97, 96, 3927, 999], [0, 0, 284, 123]])"
"train(n)[1200, 900, 600, 80]__batch128_model[128, 64, 32][32, 8]_0_do[0.4, 0.2]_lr[0.01]_multi",0,128.0,,"[1200, 900, 600, 80]","[128, 64, 32]","[32, 8]","[0.4, 0.2]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  53.42, tss: [  70.10   39.66   48.01   55.91],hss2: [  70.88   39.32   47.89   40.40] cm: [[942, 235, 11, 2], [140, 550, 207, 12], [4, 148, 352, 90], [0, 7, 28, 52]])","Metric(avg tss:  52.35, tss: [  62.88   34.57   57.70   54.24],hss2: [  47.54   28.12   24.07   20.45] cm: [[218345, 50939, 4857, 101], [9494, 26956, 13228, 1031], [37, 1132, 3602, 918], [0, 67, 179, 299]])"
"train(k)[800, 900, 400, 160]__batch1024_model[128, 16, 16][8, 8]_0_do[0.2, 0.0]_lr[0.01]_multi",0,1024.0,"[800, 900, 400, 160]",,"[128, 16, 16]","[8, 8]","[0.2, 0.0]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  68.75, tss: [  66.85   48.87   63.60   95.66],hss2: [  68.49   49.05   59.05   83.68] cm: [[618, 186, 21, 1], [112, 608, 154, 15], [0, 76, 282, 27], [0, 0, 3, 128]])","Metric(avg tss: -0.24, tss: [  -0.22  -25.48   11.94   12.79],hss2: [  -0.08  -14.07    1.32    0.17] cm: [[348, 138240, 72411, 63243], [196, 12190, 23972, 14351], [4, 641, 2370, 2674], [0, 0, 343, 202]])"
"train(k)[1600, 600, 400, 160]__batch1024_model[16, 128, 128][8, 32]_0_do[0.4, 0.0]_lr[0.01]_multi",0,1024.0,"[1600, 600, 400, 160]",,"[16, 128, 128]","[8, 32]","[0.4, 0.0]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  62.91, tss: [  69.93   29.27   59.30   93.16],hss2: [  69.57   33.42   53.23   66.87] cm: [[1311, 140, 79, 15], [173, 224, 166, 39], [6, 30, 298, 92], [0, 0, 2, 169]])","Metric(avg tss:  27.76, tss: [  36.68   18.01   31.82   24.52],hss2: [  17.12   15.96    5.64    0.28] cm: [[108367, 47902, 40474, 77499], [1603, 17934, 15897, 15275], [9, 776, 2800, 2104], [0, 0, 255, 290]])"
"train(k)[400, 300, 200, 160]__batch128_model[64, 16, 64][64, 8]_None_do[0.4, 0.2]_lr[0.01]_multi",0,128.0,"[400, 300, 200, 160]",,"[64, 16, 64]","[64, 8]","[0.4, 0.2]",,,0.01,"Metric(avg tss:  64.59, tss: [  67.20   43.05   55.80   92.30],hss2: [  67.51   45.22   52.92   78.76] cm: [[238, 45, 19, 4], [62, 171, 59, 15], [0, 29, 113, 27], [0, 0, 2, 108]])","Metric(avg tss:  46.67, tss: [  63.26   21.58   39.79   62.07],hss2: [  44.68   18.11   11.58    5.65] cm: [[182243, 49293, 11045, 1443], [5971, 19547, 16793, 4769], [38, 476, 2528, 2077], [0, 0, 143, 264]])"
"train(n)[1600, 300, 600, 80]__batch128_model[16, 64, 32][64, 8]_None_do[0.2, 0.4]_lr[0.01]_multi",0,128.0,,"[1600, 300, 600, 80]","[16, 64, 32]","[64, 8]","[0.2, 0.4]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  40.35, tss: [  79.72    0.00   81.68    0.00],hss2: [  80.20    0.00   68.66    0.00] cm: [[1333, 0, 93, 0], [115, 0, 163, 0], [5, 0, 540, 0], [0, 0, 49, 0]])","Metric(avg tss:  32.58, tss: [  49.07    0.00   81.24    0.00],hss2: [  53.53    0.00   18.11    0.00] cm: [[231173, 0, 12851, 0], [23706, 0, 23374, 0], [317, 0, 4802, 0], [0, 0, 407, 0]])"
