id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(n)[400, 1200, 200, 80]__batch1024_model[32, 16, 32][8, 0]_0_do[0.0, 0.2]_lr[0.01]_multi",0,1024.0,,"[400, 1200, 200, 80]","[32, 16, 32]","[8, 0]","[0.0, 0.2]",0.0,,0.01,"Metric(avg tss:  40.83, tss: [  69.04   48.17    4.10   41.99],hss2: [  73.31   52.33    6.78   40.42] cm: [[283, 108, 1, 0], [47, 1151, 7, 22], [0, 153, 9, 25], [0, 37, 4, 33]])","Metric(avg tss:  42.01, tss: [  64.43   60.44    2.78   40.40],hss2: [  41.48   36.19    4.78   17.69] cm: [[191620, 82323, 166, 133], [3087, 46421, 450, 751], [13, 4666, 170, 840], [0, 261, 61, 223]])"
"train(n)[400, 1200, 200, 80]__batch1024_model[32, 16, 32][8, 0]_0_do[0.0, 0.2]_lr[0.01]_multi",0,1024.0,,"[400, 1200, 200, 80]","[32, 16, 32]","[8, 0]","[0.0, 0.2]",0.0,,0.01,"Metric(avg tss:  40.83, tss: [  69.04   48.17    4.10   41.99],hss2: [  73.31   52.33    6.78   40.42] cm: [[283, 108, 1, 0], [47, 1151, 7, 22], [0, 153, 9, 25], [0, 37, 4, 33]])","Metric(avg tss:  42.01, tss: [  64.43   60.44    2.78   40.40],hss2: [  41.48   36.19    4.78   17.69] cm: [[191620, 82323, 166, 133], [3087, 46421, 450, 751], [13, 4666, 170, 840], [0, 261, 61, 223]])"
"train(k)[1200, 600, 800, 80]__batch128_model[16, 32, 128][64, 16]_None_do[0.0, 0.2]_lr[0.01]_multi",0,128.0,"[1200, 600, 800, 80]",,"[16, 32, 128]","[64, 16]","[0.0, 0.2]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  66.18, tss: [  69.67   35.07   70.24   89.76],hss2: [  70.46   37.99   65.11   55.34] cm: [[803, 155, 76, 4], [96, 236, 185, 8], [0, 19, 573, 70], [0, 0, 4, 57]])","Metric(avg tss:  43.01, tss: [  63.74   17.81   63.48   26.99],hss2: [  44.96   15.54   13.92    7.86] cm: [[182242, 46406, 14986, 390], [5712, 17219, 23008, 1141], [42, 407, 3922, 748], [0, 0, 294, 113]])"
"train(k)[800, 900, 600, 120]__batchNone_model[32, 16, 16][8, 32]_0_do[0.4, 0.0]_lr[0.01]_multi",0,,"[800, 900, 600, 120]",,"[32, 16, 16]","[8, 32]","[0.4, 0.0]",0.0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  50.28, tss: [  66.20   31.26   52.77   50.91],hss2: [  69.27   33.14   43.53   50.46] cm: [[563, 153, 70, 0], [88, 419, 386, 11], [0, 74, 493, 42], [0, 0, 51, 58]])","Metric(avg tss:  47.57, tss: [  62.28   12.94   61.19   53.88],hss2: [  37.76    9.80   11.17   20.36] cm: [[179180, 70655, 24288, 119], [1729, 19395, 28602, 983], [9, 327, 4410, 943], [0, 0, 248, 297]])"
"train(k)[1600, 300, 200, 120]__batchNone_model[64, 16, 16][16, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,,"[1600, 300, 200, 120]",,"[64, 16, 16]","[16, 32]","[0.0, 0.6000000000000001]",0.0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  26.32, tss: [  49.43    0.00   13.82   42.05],hss2: [  50.02    0.00   14.65   17.52] cm: [[1430, 0, 86, 114], [150, 0, 21, 121], [47, 0, 37, 101], [24, 0, 18, 58]])","Metric(avg tss:  22.15, tss: [  42.54    0.00    3.06   42.99],hss2: [  32.91    0.00    0.93    0.70] cm: [[212319, 0, 25322, 36601], [18570, 0, 6037, 26102], [1127, 0, 723, 3839], [165, 0, 36, 344]])"
"train(k)[1200, 1200, 600, 80]__batch128_model[16, 16, 16][8, 16]_avg_do[0.4, 0.2]_lr[0.01]_multi",0,128.0,"[1200, 1200, 600, 80]",,"[16, 16, 16]","[8, 16]","[0.4, 0.2]",avg,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  47.21, tss: [  68.65   41.30   69.22    9.65],hss2: [  69.59   42.97   54.04   16.08] cm: [[927, 207, 55, 0], [174, 671, 359, 1], [1, 57, 519, 6], [0, 4, 78, 9]])","Metric(avg tss:  42.75, tss: [  65.73   25.55   79.73   -0.02],hss2: [  44.86   19.92   21.00   -0.04] cm: [[202719, 61004, 10506, 13], [4640, 24087, 21935, 47], [21, 543, 5112, 13], [0, 24, 521, 0]])"
"train(n)[800, 900, 600, 160]__batch1024_model[64, 32, 64][16, 0]_0_do[0.6000000000000001, 0.0]_lr[0.01]_multi",0,1024.0,,"[800, 900, 600, 160]","[64, 32, 64]","[16, 0]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(avg tss:  50.28, tss: [  67.65   37.45   42.90   53.10],hss2: [  70.35   37.84   39.77   49.21] cm: [[573, 188, 20, 0], [94, 553, 273, 14], [2, 140, 363, 81], [0, 4, 64, 91]])","Metric(avg tss:  50.24, tss: [  61.79   34.58   48.95   55.65],hss2: [  44.67   27.03   18.86   19.48] cm: [[210626, 55805, 7607, 204], [8483, 27906, 13253, 1067], [66, 1477, 3152, 994], [0, 79, 159, 307]])"
"train(n)[1200, 1200, 800, 80]__batchNone_model[64, 64, 16][16, 0]_None_do[0.2, 0.0]_lr[0.01]_multi",0,,,"[1200, 1200, 800, 80]","[64, 64, 16]","[16, 0]","[0.2, 0.0]",,,0.01,"Metric(avg tss:  44.68, tss: [  72.19   46.99   59.55    0.00],hss2: [  74.76   46.36   56.10    0.00] cm: [[785, 229, 9, 0], [84, 792, 253, 0], [3, 185, 535, 0], [0, 5, 58, 0]])","Metric(avg tss:  31.66, tss: [  44.48    4.57   60.79   16.82],hss2: [  51.26    7.19   24.26    1.43] cm: [[234589, 2103, 4769, 2563], [26662, 2582, 12300, 5536], [513, 164, 3417, 1025], [0, 3, 323, 81]])"
"train(n)[1200, 900, 800, 160]__batch128_model[128, 32, 16][16, 0]_None_do[0.2, 0.4]_lr[0.01]_multi",0,128.0,,"[1200, 900, 800, 160]","[128, 32, 16]","[16, 0]","[0.2, 0.4]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  61.80, tss: [  73.50   28.85   56.62   88.23],hss2: [  73.57   32.94   52.02   58.77] cm: [[887, 126, 46, 2], [162, 301, 322, 24], [7, 35, 542, 136], [0, 0, 8, 137]])","Metric(avg tss:  44.24, tss: [  63.42   15.70   63.07   34.77],hss2: [  48.82   15.43   14.43    7.41] cm: [[195201, 34751, 13624, 448], [8708, 14005, 22479, 1888], [9, 309, 3867, 934], [0, 0, 261, 146]])"
"train(n)[1200, 900, 600, 80]__batch1024_model[128, 32, 16][16, 16]_0_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,1024.0,,"[1200, 900, 600, 80]","[128, 32, 16]","[16, 16]","[0.6000000000000001, 0.4]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  24.88, tss: [  42.21   15.48   41.83    0.00],hss2: [  42.01   17.68   31.82    0.00] cm: [[809, 179, 195, 0], [273, 251, 406, 0], [130, 33, 423, 0], [15, 1, 65, 0]])","Metric(avg tss:  23.00, tss: [  34.25   12.03   45.73    0.00],hss2: [  21.97   10.70    6.87    0.00] cm: [[176735, 50204, 47303, 0], [15728, 15283, 19698, 0], [1328, 581, 3780, 0], [136, 0, 409, 0]])"
"train(k)[800, 1200, 800, 120]__batch128_model[16, 32, 64][16, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,128.0,"[800, 1200, 800, 120]",,"[16, 32, 64]","[16, 32]","[0.4, 0.6000000000000001]",0,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  0.00, tss: 0.0,hss2: [   0.00    0.00    0.00    0.00] cm: [[0, 0, 844, 0], [0, 0, 1136, 0], [0, 0, 802, 0], [0, 0, 114, 0]])","Metric(avg tss:  0.00, tss: 0.0,hss2: [   0.00    0.00    0.00    0.00] cm: [[0, 0, 274242, 0], [0, 0, 50709, 0], [0, 0, 5689, 0], [0, 0, 545, 0]])"
"train(k)[400, 600, 400, 80]__batchNone_model[16, 64, 128][16, 8]_None_do[0.4, 0.6000000000000001]_lr[0.01]_multi",0,,"[400, 600, 400, 80]",,"[16, 64, 128]","[16, 8]","[0.4, 0.6000000000000001]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  47.98, tss: [  53.19   26.65   37.20   74.87],hss2: [  42.00   28.56   39.47   38.74] cm: [[266, 31, 17, 2], [234, 189, 93, 39], [60, 23, 172, 94], [6, 0, 3, 55]])","Metric(avg tss:  38.41, tss: [  56.11   14.20   29.06   54.26],hss2: [  43.17   13.68    8.07    4.66] cm: [[191961, 37388, 12751, 1924], [11131, 13797, 17315, 4837], [705, 311, 2018, 2085], [30, 0, 144, 233]])"
"train(n)[1200, 600, 400, 120]__batchNone_model[32, 32, 32][64, 32]_0_do[0.2, 0.2]_lr[0.01]_multi",0,,,"[1200, 600, 400, 120]","[32, 32, 32]","[64, 32]","[0.2, 0.2]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  60.33, tss: [  71.93   34.59   50.07   84.74],hss2: [  71.84   36.34   47.79   59.24] cm: [[980, 172, 31, 0], [122, 285, 167, 24], [2, 53, 251, 105], [0, 0, 12, 116]])","Metric(avg tss:  43.54, tss: [  61.06   21.31   42.68   49.09],hss2: [  49.69   21.66   12.60    6.39] cm: [[228631, 31303, 12849, 1459], [12609, 16605, 17290, 4205], [92, 741, 2959, 1897], [0, 39, 226, 280]])"
"train(n)[1200, 1200, 400, 80]__batchNone_model[32, 64, 32][64, 16]_None_do[0.2, 0.0]_lr[0.01]_multi",0,,,"[1200, 1200, 400, 80]","[32, 64, 32]","[64, 16]","[0.2, 0.0]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  50.31, tss: [  67.83   38.93   59.60   34.87],hss2: [  68.56   39.83   46.23   33.97] cm: [[842, 211, 23, 1], [157, 633, 296, 13], [1, 67, 281, 24], [0, 3, 32, 20]])","Metric(avg tss:  28.92, tss: [  38.87    2.34   31.10   43.37],hss2: [  32.86    3.64    5.08    2.65] cm: [[197392, 3783, 39851, 2998], [21771, 1842, 15805, 7662], [332, 136, 2573, 2078], [0, 0, 213, 194]])"
"train(n)[1200, 300, 600, 160]__batchNone_model[32, 32, 128][32, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,,,"[1200, 300, 600, 160]","[32, 32, 128]","[32, 8]","[0.2, 0.6000000000000001]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  38.93, tss: [  81.31    3.25   71.16    0.00],hss2: [  81.38    5.04   58.81    0.00] cm: [[1117, 26, 72, 0], [95, 14, 173, 0], [16, 8, 571, 0], [0, 0, 168, 0]])","Metric(avg tss:  33.24, tss: [  52.73    0.05   80.52   -0.35],hss2: [  55.59    0.08   17.18   -0.22] cm: [[258064, 19, 15240, 919], [23201, 28, 27258, 222], [356, 0, 5333, 0], [0, 0, 545, 0]])"
"train(n)[800, 900, 600, 40]__batchNone_model[16, 64, 128][32, 16]_0_do[0.2, 0.2]_lr[0.01]_multi",0,,,"[800, 900, 600, 40]","[16, 64, 128]","[32, 16]","[0.2, 0.2]",0,,0.01,"Metric(avg tss:  58.06, tss: [  75.14   46.69   67.37   43.06],hss2: [  74.79   47.93   63.22   44.43] cm: [[701, 117, 10, 0], [142, 560, 198, 5], [2, 101, 461, 11], [0, 0, 18, 14]])","Metric(avg tss:  9.16, tss: [  16.04  -12.80   33.44   -0.02],hss2: [   6.20   -6.90    2.88   -0.04] cm: [[45654, 136165, 92345, 78], [348, 18461, 31896, 4], [0, 1610, 4079, 0], [0, 246, 299, 0]])"
"train(n)[1600, 1200, 200, 160]__batchNone_model[16, 32, 16][64, 8]_0_do[0.4, 0.2]_lr[0.01]_multi",0,,,"[1600, 1200, 200, 160]","[16, 32, 16]","[64, 8]","[0.4, 0.2]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  53.18, tss: [  70.80   58.68    0.00   83.24],hss2: [  70.34   55.48    0.00   56.02] cm: [[1272, 365, 0, 4], [102, 966, 0, 86], [0, 120, 0, 88], [0, 17, 0, 140]])","Metric(avg tss:  48.68, tss: [  65.79   54.41    0.00   74.54],hss2: [  46.42   37.17    0.00    8.75] cm: [[208469, 64895, 0, 878], [5815, 39923, 0, 4971], [10, 3191, 0, 2488], [0, 125, 0, 420]])"
"train(k)[800, 300, 800, 80]__batch128_model[64, 16, 32][16, 8]_avg_do[0.0, 0.4]_lr[0.01]_multi",0,128.0,"[800, 300, 800, 80]",,"[64, 16, 32]","[16, 8]","[0.0, 0.4]",avg,,0.01,"Metric(avg tss:  44.21, tss: [  78.31    8.21   74.61   15.72],hss2: [  76.86   12.46   71.70   23.86] cm: [[729, 10, 54, 1], [142, 28, 121, 1], [16, 13, 761, 8], [0, 0, 67, 13]])","Metric(avg tss:  35.84, tss: [  61.23    1.78   78.53    1.81],hss2: [  52.85    2.61   12.23    3.16] cm: [[237081, 8703, 28446, 12], [14264, 2479, 33915, 51], [97, 19, 5567, 6], [0, 0, 535, 10]])"
"train(k)[1200, 900, 400, 120]__batch128_model[16, 16, 128][8, 0]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,128.0,"[1200, 900, 400, 120]",,"[16, 16, 128]","[8, 0]","[0.6000000000000001, 0.4]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  55.59, tss: [  66.43   38.40   47.87   69.67],hss2: [  67.70   39.40   39.83   53.59] cm: [[837, 233, 62, 2], [106, 514, 275, 20], [2, 65, 278, 84], [0, 1, 30, 88]])","Metric(avg tss:  37.06, tss: [  54.33    3.82    2.55   87.55],hss2: [  53.97    5.74    2.30    2.26] cm: [[251906, 6061, 3311, 12964], [21130, 3049, 3421, 23109], [239, 99, 263, 5088], [0, 0, 0, 545]])"
"train(n)[800, 300, 600, 120]__batch1024_model[128, 32, 32][16, 32]_0_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,1024.0,,"[800, 300, 600, 120]","[128, 32, 32]","[16, 32]","[0.6000000000000001, 0.4]",0,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  27.87, tss: [  46.81    2.59   23.15   38.92],hss2: [  49.06    2.49   21.17   31.07] cm: [[416, 141, 234, 2], [45, 64, 192, 7], [8, 116, 373, 111], [5, 18, 37, 51]])","Metric(avg tss:  25.81, tss: [  36.40    5.55   21.71   39.57],hss2: [  18.96    5.20    1.90   10.82] cm: [[134787, 46309, 92801, 345], [7214, 11407, 30391, 1697], [44, 1069, 3391, 1185], [3, 159, 162, 221]])"
"train(k)[1600, 1200, 600, 80]__batch128_model[64, 32, 32][16, 32]_None_do[0.4, 0.4]_lr[0.01]_multi",0,128.0,"[1600, 1200, 600, 80]",,"[64, 32, 32]","[16, 32]","[0.4, 0.4]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  56.57, tss: [  66.19   42.66   58.77   58.66],hss2: [  67.94   43.02   50.01   40.08] cm: [[916, 281, 69, 4], [100, 698, 296, 22], [2, 91, 408, 46], [0, 0, 21, 33]])","Metric(avg tss:  36.09, tss: [  47.74    3.79    3.40   89.41],hss2: [  52.04    5.80    3.41    2.43] cm: [[230520, 4164, 2052, 7288], [24185, 2589, 2779, 17527], [394, 104, 259, 4362], [0, 0, 3, 404]])"
"train(k)[1200, 900, 200, 40]__batchNone_model[64, 32, 32][16, 0]_0_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,,"[1200, 900, 200, 40]",,"[64, 32, 32]","[16, 0]","[0.0, 0.6000000000000001]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  43.81, tss: [  62.79   42.88   47.51   22.06],hss2: [  62.77   44.00   38.75   19.77] cm: [[1015, 172, 48, 3], [213, 516, 127, 12], [1, 72, 121, 19], [0, 2, 24, 8]])","Metric(avg tss:  17.43, tss: [  28.27   19.59   21.88    0.00],hss2: [  13.88    8.92   19.18    0.00] cm: [[116995, 155838, 1409, 0], [7553, 38832, 4324, 0], [551, 3789, 1349, 0], [93, 218, 234, 0]])"
"train(n)[400, 600, 400, 80]__batchNone_model[64, 16, 32][16, 8]_0_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,,,"[400, 600, 400, 80]","[64, 16, 32]","[16, 8]","[0.6000000000000001, 0.4]",0,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  33.17, tss: [  70.05   22.13   40.49    0.00],hss2: [  70.36   23.43   33.70    0.00] cm: [[323, 52, 39, 0], [81, 232, 257, 0], [3, 100, 304, 0], [1, 17, 71, 0]])","Metric(avg tss:  34.69, tss: [  61.37   16.64   60.75    0.00],hss2: [  41.21   15.30    9.83    0.00] cm: [[197820, 43856, 32566, 0], [6070, 16572, 28067, 0], [60, 1104, 4525, 0], [0, 19, 526, 0]])"
"train(k)[1600, 300, 600, 80]__batchNone_model[64, 64, 64][16, 32]_avg_do[0.2, 0.4]_lr[0.01]_multi",0,,"[1600, 300, 600, 80]",,"[64, 64, 64]","[16, 32]","[0.2, 0.4]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  51.76, tss: [  75.98    0.37   80.78   49.92],hss2: [  75.98    0.66   69.05   58.03] cm: [[1473, 0, 142, 2], [138, 1, 130, 1], [6, 0, 580, 14], [0, 0, 41, 42]])","Metric(avg tss:  34.22, tss: [  52.56    0.03   75.93    8.36],hss2: [  54.28    0.04   15.34    6.22] cm: [[255650, 15, 18361, 216], [22814, 16, 27439, 440], [342, 0, 5129, 218], [0, 0, 498, 47]])"
"train(k)[1600, 900, 200, 160]__batchNone_model[64, 16, 128][8, 32]_None_do[0.4, 0.2]_lr[0.01]_multi",0,,"[1600, 900, 200, 160]",,"[64, 16, 128]","[8, 32]","[0.4, 0.2]",,,0.01,"Metric(avg tss:  56.88, tss: [  61.19   35.42   51.24   79.65],hss2: [  61.06   37.78   32.84   66.47] cm: [[1015, 173, 76, 10], [205, 409, 198, 30], [4, 34, 119, 28], [2, 0, 18, 95]])","Metric(avg tss:  41.86, tss: [  58.12   28.38   46.99   33.93],hss2: [  49.12   28.03   16.20    6.71] cm: [[205671, 28535, 9345, 473], [13481, 18948, 12537, 2114], [274, 1068, 2794, 983], [6, 4, 254, 143]])"
"train(k)[800, 600, 200, 40]__batchNone_model[32, 32, 64][64, 16]_avg_do[0.4, 0.4]_lr[0.01]_multi",0,,"[800, 600, 200, 40]",,"[32, 32, 64]","[64, 16]","[0.4, 0.4]",avg,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  60.41, tss: [  65.40   34.26   56.88   85.11],hss2: [  65.43   36.66   40.62   58.64] cm: [[645, 109, 54, 5], [114, 276, 180, 14], [1, 28, 147, 24], [0, 0, 5, 36]])","Metric(avg tss:  47.53, tss: [  65.95   27.91   59.54   36.70],hss2: [  49.62   24.15   18.98    9.16] cm: [[219017, 46520, 8207, 498], [7886, 22700, 18039, 2084], [36, 762, 3852, 1039], [0, 2, 337, 206]])"
"train(n)[800, 300, 400, 160]__batch1024_model[64, 32, 16][8, 0]_None_do[0.6000000000000001, 0.0]_lr[0.01]_multi",0,1024.0,,"[800, 300, 400, 160]","[64, 32, 16]","[8, 0]","[0.6000000000000001, 0.0]",,"[0.2, 0.2, 0.3, 0.3]",0.01,"Metric(avg tss:  57.79, tss: [  75.94   17.86   55.59   81.77],hss2: [  75.98   22.81   53.94   55.81] cm: [[668, 44, 24, 0], [101, 65, 105, 15], [6, 13, 232, 90], [0, 0, 10, 85]])","Metric(avg tss:  42.22, tss: [  59.07   11.77   56.20   41.83],hss2: [  56.15   15.54   15.14    4.44] cm: [[220575, 11005, 10599, 1845], [16340, 7668, 19141, 3931], [134, 270, 3403, 1312], [0, 0, 227, 180]])"
"train(n)[400, 1200, 400, 80]__batch1024_model[16, 16, 32][8, 32]_avg_do[0.4, 0.2]_lr[0.01]_multi",0,1024.0,,"[400, 1200, 400, 80]","[16, 16, 32]","[8, 32]","[0.4, 0.2]",avg,,0.01,"Metric(avg tss:  43.27, tss: [  62.39   50.37   49.14   11.17],hss2: [  68.46   51.20   46.19   19.07] cm: [[250, 133, 1, 0], [45, 1041, 153, 0], [1, 145, 238, 2], [0, 5, 58, 8]])","Metric(avg tss:  36.35, tss: [  52.22   13.45   69.53   10.19],hss2: [  54.28   17.93   22.33    5.28] cm: [[256234, 10283, 7461, 264], [23182, 8799, 17813, 915], [287, 673, 4406, 323], [0, 1, 486, 58]])"
"train(n)[400, 900, 600, 160]__batchNone_model[16, 128, 32][32, 16]_None_do[0.0, 0.4]_lr[0.01]_multi",0,,,"[400, 900, 600, 160]","[16, 128, 32]","[32, 16]","[0.0, 0.4]",,"[0.1, 0.1, 0.2, 0.6]",0.01,"Metric(avg tss:  67.66, tss: [  73.14   45.76   58.35   93.39],hss2: [  71.28   47.38   55.84   70.99] cm: [[307, 72, 4, 0], [103, 454, 211, 20], [0, 54, 400, 81], [0, 0, 1, 144]])","Metric(avg tss:  43.84, tss: [  61.28   13.04   58.55   42.49],hss2: [  39.83   10.27   12.94    6.91] cm: [[167830, 60479, 14845, 870], [3933, 17606, 23116, 2425], [9, 309, 3668, 1133], [0, 0, 228, 179]])"
"train(n)[1200, 300, 800, 40]__batchNone_model[128, 64, 64][32, 32]_avg_do[0.0, 0.0]_lr[0.01]_multi",0,,,"[1200, 300, 800, 40]","[128, 64, 64]","[32, 32]","[0.0, 0.0]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  67.70, tss: [  82.39   28.06   80.85   79.52],hss2: [  82.39   34.36   78.42   57.39] cm: [[1091, 48, 55, 2], [94, 96, 108, 4], [7, 28, 740, 30], [0, 0, 7, 30]])","Metric(avg tss:  38.72, tss: [  62.36   13.14   70.72    8.67],hss2: [  54.71   16.48   14.90    3.31] cm: [[239855, 15718, 18108, 561], [14192, 9573, 25662, 1282], [102, 370, 4797, 420], [0, 0, 494, 51]])"
"train(n)[1200, 1200, 400, 80]__batchNone_model[64, 128, 128][32, 16]_avg_do[0.0, 0.4]_lr[0.01]_multi",0,,,"[1200, 1200, 400, 80]","[64, 128, 128]","[32, 16]","[0.0, 0.4]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  64.84, tss: [  71.52   40.15   74.29   73.41],hss2: [  70.67   42.45   53.52   71.11] cm: [[1036, 129, 29, 0], [256, 591, 346, 12], [1, 20, 353, 17], [0, 0, 23, 67]])","Metric(avg tss:  42.24, tss: [  66.54   29.81   67.96    4.64],hss2: [  54.46   29.13   19.67    3.13] cm: [[232074, 31644, 10323, 201], [10225, 21015, 18909, 560], [72, 949, 4386, 282], [0, 22, 496, 27]])"
"train(n)[1600, 900, 600, 160]__batch1024_model[32, 32, 128][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,,"[1600, 900, 600, 160]","[32, 32, 128]","[8, 32]","[0.2, 0.6000000000000001]",avg,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  52.27, tss: [  70.35    8.31   59.21   71.20],hss2: [  70.49   11.29   45.36   57.13] cm: [[1517, 38, 100, 0], [335, 92, 430, 20], [7, 14, 467, 93], [0, 0, 37, 110]])","Metric(avg tss:  43.76, tss: [  60.52    6.27   60.47   47.80],hss2: [  57.00    9.08   12.68   10.98] cm: [[248272, 7653, 17579, 738], [16939, 4575, 27227, 1968], [149, 79, 4228, 1233], [0, 0, 278, 267]])"
"train(n)[400, 900, 200, 40]__batch1024_model[128, 128, 32][64, 32]_avg_do[0.2, 0.4]_lr[0.01]_multi",0,1024.0,,"[400, 900, 200, 40]","[128, 128, 32]","[64, 32]","[0.2, 0.4]",avg,,0.01,"Metric(avg tss:  20.44, tss: [  40.80   26.14   14.83    0.00],hss2: [  48.37   28.50   19.19    0.00] cm: [[172, 220, 1, 0], [33, 834, 49, 0], [1, 165, 39, 0], [0, 20, 6, 0]])","Metric(avg tss:  24.11, tss: [  43.44   21.82   31.16    0.00],hss2: [  32.97   16.86   16.89    0.00] cm: [[209763, 60643, 3836, 0], [18462, 22712, 9535, 0], [355, 3326, 2008, 0], [0, 454, 91, 0]])"
"train(n)[800, 1200, 800, 120]__batchNone_model[64, 64, 16][32, 16]_None_do[0.0, 0.2]_lr[0.01]_multi",0,,,"[800, 1200, 800, 120]","[64, 64, 16]","[32, 16]","[0.0, 0.2]",,,0.01,"Metric(avg tss:  73.64, tss: [  70.34   55.36   77.59   91.25],hss2: [  70.43   56.20   73.78   78.84] cm: [[564, 144, 11, 1], [151, 785, 184, 12], [2, 64, 617, 19], [0, 2, 4, 74]])","Metric(avg tss:  40.78, tss: [  64.32   36.50   54.13    8.14],hss2: [  45.11   27.43   20.02    3.69] cm: [[181596, 55824, 6372, 232], [5281, 28022, 13051, 726], [29, 1575, 3118, 397], [0, 40, 332, 35]])"
"train(n)[800, 1200, 600, 80]__batch1024_model[16, 64, 16][16, 8]_None_do[0.6000000000000001, 0.4]_lr[0.01]_multi",0,1024.0,,"[800, 1200, 600, 80]","[16, 64, 16]","[16, 8]","[0.6000000000000001, 0.4]",,,0.01,"Metric(avg tss:  36.24, tss: [  65.08   39.41   40.49    0.00],hss2: [  70.09   38.52   41.14    0.00] cm: [[473, 216, 4, 0], [55, 834, 194, 0], [0, 271, 315, 0], [0, 18, 46, 0]])","Metric(avg tss:  23.99, tss: [  33.80    2.40   59.76   -0.02],hss2: [  24.86    1.93   20.40   -0.03] cm: [[175699, 61282, 7032, 11], [19708, 12941, 14396, 35], [388, 1283, 3442, 6], [0, 44, 363, 0]])"
"train(k)[800, 600, 200, 40]__batchNone_model[64, 64, 64][16, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_multi",0,,"[800, 600, 200, 40]",,"[64, 64, 64]","[16, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(avg tss:  29.00, tss: [  55.79   20.96   21.67   17.58],hss2: [  55.73   22.30   21.16    8.55] cm: [[674, 97, 26, 13], [221, 240, 95, 54], [6, 78, 56, 41], [0, 14, 14, 9]])","Metric(avg tss:  27.94, tss: [  57.23   26.22   26.47    1.82],hss2: [  48.54   26.45   10.74    0.18] cm: [[232780, 28050, 9614, 3798], [15423, 18859, 10921, 5506], [298, 2463, 1869, 1059], [24, 257, 237, 27]])"
"train(k)[1600, 600, 600, 120]__batch1024_model[64, 128, 32][32, 0]_None_do[0.0, 0.6000000000000001]_lr[0.01]_multi",0,1024.0,"[1600, 600, 600, 120]",,"[64, 128, 32]","[32, 0]","[0.0, 0.6000000000000001]",,"[0.1, 0.1, 0.4, 0.4]",0.01,"Metric(avg tss:  24.56, tss: [  40.79   15.00   42.44    0.00],hss2: [  40.18   19.00   25.83    0.00] cm: [[599, 96, 583, 0], [70, 114, 364, 0], [3, 16, 542, 0], [0, 0, 92, 0]])","Metric(avg tss:  18.59, tss: [  26.81    2.25   71.26  -25.96],hss2: [  16.17    3.52   11.98   -0.27] cm: [[139695, 3388, 28771, 72170], [15746, 1707, 22948, 6679], [265, 49, 4563, 242], [0, 0, 404, 3]])"
