id,model id,run no.,val_part,test_part,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,best_val_run,test_run
"train(n)[1600, 1400]_val[0.2]_test[5]_batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[1600, 1400]__batch1024_model[64, 128, 64][16, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,5,1024.0,,"[1600, 1400]","[64, 128, 64]","[16, 32]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 86.75, hss2:  86.37, cm: [[275, 37], [4, 284]])","Metric(tss: 45.23, hss2:  2.12, cm: [[33637, 40738], [0, 990]])"
"train(n)[4000, 1400]_val[0.2]_test[1]_batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1400]__batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,1,,,"[4000, 1400]","[16, 128, 64]","[32, 8]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 81.89, hss2:  80.02, cm: [[758, 51], [32, 239]])","Metric(tss: 52.97, hss2:  31.09, cm: [[69892, 2346], [549, 705]])"
"train(n)[4000, 1400]_val[0.2]_test[2]_batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1400]__batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,2,,,"[4000, 1400]","[16, 128, 64]","[32, 8]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 82.59, hss2:  74.67, cm: [[692, 105], [12, 271]])","Metric(tss: 68.31, hss2:  7.03, cm: [[62275, 24881], [44, 1357]])"
"train(n)[4000, 1400]_val[0.2]_test[3]_batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1400]__batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,3,,,"[4000, 1400]","[16, 128, 64]","[32, 8]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 82.04, hss2:  78.10, cm: [[733, 69], [26, 252]])","Metric(tss: 63.86, hss2:  10.58, cm: [[26237, 14849], [0, 1424]])"
"train(n)[4000, 1400]_val[0.2]_test[4]_batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1400]__batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,4,,,"[4000, 1400]","[16, 128, 64]","[32, 8]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 82.54, hss2:  77.29, cm: [[745, 74], [22, 239]])","Metric(tss: 82.88, hss2:  18.11, cm: [[41561, 8535], [1, 1164]])"
"train(n)[4000, 1400]_val[0.2]_test[5]_batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1400]__batchNone_model[16, 128, 64][32, 8]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,5,,,"[4000, 1400]","[16, 128, 64]","[32, 8]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 87.29, hss2:  80.84, cm: [[728, 76], [9, 267]])","Metric(tss:  3.42, hss2:  0.09, cm: [[2545, 71830], [0, 990]])"
"train(n)[400, 600]_val[0.2]_test[1]_batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary","train(n)[400, 600]__batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,1,128.0,,"[400, 600]","[128, 64, 64]","[8, 16]","[0.0, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[0, 61], [0, 109]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 68009], [0, 1180]])"
"train(n)[400, 600]_val[0.2]_test[2]_batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary","train(n)[400, 600]__batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,2,128.0,,"[400, 600]","[128, 64, 64]","[8, 16]","[0.0, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 81.86, hss2:  82.64, cm: [[67, 11], [4, 95]])","Metric(tss: 81.32, hss2:  21.81, cm: [[71005, 7251], [121, 1164]])"
"train(n)[400, 600]_val[0.2]_test[3]_batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary","train(n)[400, 600]__batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,3,128.0,,"[400, 600]","[128, 64, 64]","[8, 16]","[0.0, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 80.52, hss2:  83.11, cm: [[57, 13], [1, 109]])","Metric(tss: 77.05, hss2:  26.44, cm: [[31356, 5179], [112, 1165]])"
"train(n)[400, 600]_val[0.2]_test[4]_batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary","train(n)[400, 600]__batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,4,128.0,,"[400, 600]","[128, 64, 64]","[8, 16]","[0.0, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.16, hss2:  85.19, cm: [[67, 10], [3, 102]])","Metric(tss: 83.32, hss2:  24.63, cm: [[38307, 4388], [57, 833]])"
"train(n)[400, 600]_val[0.2]_test[5]_batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary","train(n)[400, 600]__batch128_model[128, 64, 64][8, 16]_None_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,5,128.0,,"[400, 600]","[128, 64, 64]","[8, 16]","[0.0, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[0, 71], [0, 106]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 65609], [0, 894]])"
"train(k)[1600, 600]_val[0.2]_test[1]_batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary","train(k)[1600, 600]__batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,0.2,1,1024.0,"[1600, 600]",,"[64, 64, 16]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 79.03, hss2:  78.35, cm: [[310, 20], [17, 97]])","Metric(tss: 70.57, hss2:  22.55, cm: [[66532, 5706], [270, 984]])"
"train(k)[1600, 600]_val[0.2]_test[2]_batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary","train(k)[1600, 600]__batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,0.2,2,1024.0,"[1600, 600]",,"[64, 64, 16]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 87.62, hss2:  78.00, cm: [[283, 40], [0, 108]])","Metric(tss: 76.62, hss2:  11.65, cm: [[71196, 15960], [71, 1330]])"
"train(k)[1600, 600]_val[0.2]_test[3]_batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary","train(k)[1600, 600]__batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,0.2,3,1024.0,"[1600, 600]",,"[64, 64, 16]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.08, hss2:  80.33, cm: [[273, 36], [3, 129]])","Metric(tss: 78.27, hss2:  20.80, cm: [[32910, 8176], [26, 1398]])"
"train(k)[1600, 600]_val[0.2]_test[4]_batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary","train(k)[1600, 600]__batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,0.2,4,1024.0,"[1600, 600]",,"[64, 64, 16]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 84.38, hss2:  79.50, cm: [[274, 34], [6, 125]])","Metric(tss: 79.30, hss2:  15.20, cm: [[40027, 10069], [7, 1158]])"
"train(k)[1600, 600]_val[0.2]_test[5]_batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary","train(k)[1600, 600]__batch1024_model[64, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,0.2,5,1024.0,"[1600, 600]",,"[64, 64, 16]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 84.49, hss2:  78.55, cm: [[261, 40], [3, 132]])","Metric(tss: 78.77, hss2:  9.28, cm: [[59340, 15035], [10, 980]])"
"train(n)[400, 1400]_val[0.2]_test[1]_batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary","train(n)[400, 1400]__batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,1,1024.0,,"[400, 1400]","[64, 128, 32]","[64, 32]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 95.51, hss2:  96.97, cm: [[85, 4], [0, 271]])","Metric(tss: 11.00, hss2:  0.42, cm: [[7946, 64292], [0, 1254]])"
"train(n)[400, 1400]_val[0.2]_test[2]_batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary","train(n)[400, 1400]__batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,2,1024.0,,"[400, 1400]","[64, 128, 32]","[64, 32]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 89.00, hss2:  89.41, cm: [[72, 7], [6, 275]])","Metric(tss: 19.48, hss2:  0.76, cm: [[16978, 70178], [0, 1401]])"
"train(n)[400, 1400]_val[0.2]_test[3]_batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary","train(n)[400, 1400]__batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,3,1024.0,,"[400, 1400]","[64, 128, 32]","[64, 32]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 86.55, hss2:  86.15, cm: [[70, 8], [9, 273]])","Metric(tss:  0.01, hss2:  0.00, cm: [[6, 41080], [0, 1424]])"
"train(n)[400, 1400]_val[0.2]_test[4]_batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary","train(n)[400, 1400]__batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,4,1024.0,,"[400, 1400]","[64, 128, 32]","[64, 32]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 90.30, hss2:  90.61, cm: [[87, 7], [6, 260]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 50096], [0, 1165]])"
"train(n)[400, 1400]_val[0.2]_test[5]_batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary","train(n)[400, 1400]__batch1024_model[64, 128, 32][64, 32]_0_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,5,1024.0,,"[400, 1400]","[64, 128, 32]","[64, 32]","[0.4, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 84.39, hss2:  81.53, cm: [[73, 8], [16, 263]])","Metric(tss: 53.44, hss2:  2.93, cm: [[39743, 34632], [0, 990]])"
"train(k)[2400, 1400]_val[0.2]_test[1]_batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary","train(k)[2400, 1400]__batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,1,128.0,"[2400, 1400]",,"[128, 128, 16]","[8, 32]","[0.4, 0.0]",,,0.01,"Metric(tss: 86.29, hss2:  84.25, cm: [[330, 42], [6, 242]])","Metric(tss: 73.89, hss2:  22.13, cm: [[62184, 5825], [207, 973]])"
"train(k)[2400, 1400]_val[0.2]_test[2]_batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary","train(k)[2400, 1400]__batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,2,128.0,"[2400, 1400]",,"[128, 128, 16]","[8, 32]","[0.4, 0.0]",,,0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[391, 0], [241, 0]])","Metric(tss: -61.35, hss2: -2.76, cm: [[21656, 56600], [1144, 141]])"
"train(k)[2400, 1400]_val[0.2]_test[3]_batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary","train(k)[2400, 1400]__batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,3,128.0,"[2400, 1400]",,"[128, 128, 16]","[8, 32]","[0.4, 0.0]",,,0.01,"Metric(tss: 85.96, hss2:  82.33, cm: [[351, 49], [4, 220]])","Metric(tss: 77.32, hss2:  28.29, cm: [[31824, 4711], [125, 1152]])"
"train(k)[2400, 1400]_val[0.2]_test[4]_batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary","train(k)[2400, 1400]__batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,4,128.0,"[2400, 1400]",,"[128, 128, 16]","[8, 32]","[0.4, 0.0]",,,0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[391, 0], [250, 0]])","Metric(tss: -55.98, hss2: -3.27, cm: [[12656, 30039], [762, 128]])"
"train(k)[2400, 1400]_val[0.2]_test[5]_batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary","train(k)[2400, 1400]__batch128_model[128, 128, 16][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,5,128.0,"[2400, 1400]",,"[128, 128, 16]","[8, 32]","[0.4, 0.0]",,,0.01,"Metric(tss: 82.84, hss2:  80.49, cm: [[339, 49], [11, 232]])","Metric(tss: 81.59, hss2:  24.63, cm: [[61310, 4299], [106, 788]])"
"train(n)[2800, 1200]_val[0.2]_test[1]_batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 1200]__batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,1024.0,,"[2800, 1200]","[128, 128, 16]","[16, 16]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 83.83, hss2:  76.90, cm: [[477, 81], [4, 238]])","Metric(tss: 64.78, hss2:  5.91, cm: [[46796, 25442], [0, 1254]])"
"train(n)[2800, 1200]_val[0.2]_test[2]_batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 1200]__batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,1024.0,,"[2800, 1200]","[128, 128, 16]","[16, 16]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.60, hss2:  77.10, cm: [[487, 80], [3, 230]])","Metric(tss: 50.03, hss2:  3.07, cm: [[43603, 43553], [0, 1401]])"
"train(n)[2800, 1200]_val[0.2]_test[3]_batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 1200]__batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,1024.0,,"[2800, 1200]","[128, 128, 16]","[16, 16]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 85.36, hss2:  79.42, cm: [[486, 70], [5, 239]])","Metric(tss: 59.99, hss2:  9.13, cm: [[24648, 16438], [0, 1424]])"
"train(n)[2800, 1200]_val[0.2]_test[4]_batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 1200]__batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,1024.0,,"[2800, 1200]","[128, 128, 16]","[16, 16]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 87.00, hss2:  82.73, cm: [[499, 54], [8, 239]])","Metric(tss: 61.22, hss2:  6.70, cm: [[30670, 19426], [0, 1165]])"
"train(n)[2800, 1200]_val[0.2]_test[5]_batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2800, 1200]__batch1024_model[128, 128, 16][16, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,1024.0,,"[2800, 1200]","[128, 128, 16]","[16, 16]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 85.18, hss2:  79.24, cm: [[491, 69], [6, 234]])","Metric(tss: 72.69, hss2:  6.53, cm: [[54060, 20315], [0, 990]])"
"train(n)[1200, 400]_val[0.2]_test[1]_batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,1,1024.0,,"[1200, 400]","[64, 16, 32]","[32, 0]","[0.0, 0.2]",,,0.01,"Metric(tss: 83.10, hss2:  78.78, cm: [[192, 18], [6, 66]])","Metric(tss: 71.83, hss2:  27.82, cm: [[63949, 4060], [262, 918]])"
"train(n)[1200, 400]_val[0.2]_test[2]_batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,2,1024.0,,"[1200, 400]","[64, 16, 32]","[32, 0]","[0.0, 0.2]",,,0.01,"Metric(tss: 88.77, hss2:  87.08, cm: [[194, 10], [5, 74]])","Metric(tss: 77.22, hss2:  26.25, cm: [[72976, 5280], [206, 1079]])"
"train(n)[1200, 400]_val[0.2]_test[3]_batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,3,1024.0,,"[1200, 400]","[64, 16, 32]","[32, 0]","[0.0, 0.2]",,,0.01,"Metric(tss: 86.17, hss2:  82.54, cm: [[197, 15], [5, 69]])","Metric(tss: 72.33, hss2:  32.05, cm: [[32979, 3556], [229, 1048]])"
"train(n)[1200, 400]_val[0.2]_test[4]_batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,4,1024.0,,"[1200, 400]","[64, 16, 32]","[32, 0]","[0.0, 0.2]",,,0.01,"Metric(tss: 87.33, hss2:  85.84, cm: [[204, 10], [6, 69]])","Metric(tss: 78.18, hss2:  27.80, cm: [[39278, 3417], [123, 767]])"
"train(n)[1200, 400]_val[0.2]_test[5]_batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[64, 16, 32][32, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,5,1024.0,,"[1200, 400]","[64, 16, 32]","[32, 0]","[0.0, 0.2]",,,0.01,"Metric(tss: 89.27, hss2:  81.78, cm: [[195, 20], [1, 69]])","Metric(tss: 81.40, hss2:  26.67, cm: [[61774, 3835], [114, 780]])"
"train(n)[3200, 800]_val[0.2]_test[1]_batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(n)[3200, 800]__batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,1,1024.0,,"[3200, 800]","[32, 32, 32]","[64, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 91.68, hss2:  84.76, cm: [[609, 37], [4, 150]])","Metric(tss:  7.13, hss2:  12.79, cm: [[72204, 34], [1164, 90]])"
"train(n)[3200, 800]_val[0.2]_test[2]_batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(n)[3200, 800]__batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,2,1024.0,,"[3200, 800]","[32, 32, 32]","[64, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 92.51, hss2:  84.23, cm: [[611, 40], [2, 147]])","Metric(tss: 68.87, hss2:  10.69, cm: [[71468, 15688], [184, 1217]])"
"train(n)[3200, 800]_val[0.2]_test[3]_batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(n)[3200, 800]__batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,3,1024.0,,"[3200, 800]","[32, 32, 32]","[64, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 91.09, hss2:  84.74, cm: [[603, 37], [5, 155]])","Metric(tss: 53.20, hss2:  17.19, cm: [[34467, 6619], [437, 987]])"
"train(n)[3200, 800]_val[0.2]_test[4]_batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(n)[3200, 800]__batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,4,1024.0,,"[3200, 800]","[32, 32, 32]","[64, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 89.38, hss2:  82.07, cm: [[596, 44], [6, 154]])","Metric(tss: 75.66, hss2:  13.57, cm: [[39152, 10944], [29, 1136]])"
"train(n)[3200, 800]_val[0.2]_test[5]_batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary","train(n)[3200, 800]__batch1024_model[32, 32, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,5,1024.0,,"[3200, 800]","[32, 32, 32]","[64, 0]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 87.73, hss2:  80.62, cm: [[589, 47], [8, 156]])","Metric(tss: 67.31, hss2:  5.13, cm: [[50062, 24313], [0, 990]])"
"train(n)[400, 200]_val[0.2]_test[1]_batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[400, 200]__batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,1,128.0,,"[400, 200]","[128, 64, 32]","[16, 32]","[0.0, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 88.77, hss2:  84.51, cm: [[70, 6], [1, 29]])","Metric(tss: 76.80, hss2:  19.54, cm: [[60821, 7188], [149, 1031]])"
"train(n)[400, 200]_val[0.2]_test[2]_batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[400, 200]__batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,2,128.0,,"[400, 200]","[128, 64, 32]","[16, 32]","[0.0, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 79.16, hss2:  71.99, cm: [[60, 13], [1, 32]])","Metric(tss: 78.05, hss2:  14.41, cm: [[66623, 11633], [91, 1194]])"
"train(n)[400, 200]_val[0.2]_test[3]_batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[400, 200]__batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,3,128.0,,"[400, 200]","[128, 64, 32]","[16, 32]","[0.0, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[0, 75], [0, 33]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 36535], [0, 1277]])"
"train(n)[400, 200]_val[0.2]_test[4]_batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[400, 200]__batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,4,128.0,,"[400, 200]","[128, 64, 32]","[16, 32]","[0.0, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 82.56, hss2:  74.88, cm: [[67, 11], [1, 29]])","Metric(tss: 83.49, hss2:  23.47, cm: [[37998, 4697], [49, 841]])"
"train(n)[400, 200]_val[0.2]_test[5]_batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[400, 200]__batch128_model[128, 64, 32][16, 32]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,5,128.0,,"[400, 200]","[128, 64, 32]","[16, 32]","[0.0, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[0, 69], [0, 37]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 65609], [0, 894]])"
"train(k)[3200, 800]_val[0.2]_test[1]_batch128_model[16, 16, 32][16, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(k)[3200, 800]__batch128_model[16, 16, 32][16, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,128.0,"[3200, 800]",,"[16, 16, 32]","[16, 8]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 87.37, hss2:  77.44, cm: [[559, 64], [4, 166]])","Metric(tss: 53.01, hss2:  29.69, cm: [[69688, 2550], [545, 709]])"
"train(k)[3200, 800]_val[0.2]_test[2]_batch128_model[16, 16, 32][16, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(k)[3200, 800]__batch128_model[16, 16, 32][16, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,128.0,"[3200, 800]",,"[16, 16, 32]","[16, 8]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 86.75, hss2:  74.88, cm: [[547, 75], [2, 166]])","Metric(tss: 72.41, hss2:  8.95, cm: [[66905, 20251], [61, 1340]])"
"train(k)[3200, 800]_val[0.2]_test[3]_batch128_model[16, 16, 32][16, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(k)[3200, 800]__batch128_model[16, 16, 32][16, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,128.0,"[3200, 800]",,"[16, 16, 32]","[16, 8]","[0.2, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 88.97, hss2:  76.01, cm: [[580, 67], [1, 148]])","Metric(tss: 47.29, hss2:  5.67, cm: [[19429, 21657], [0, 1424]])"
